sludinajuma_saite,bilde,marka,gads,tilpums,nobraukums,cena 
/msg/lv/transport/cars/audi/a4/bibpnb.html,https://i.ss.lv/gallery/7/1316/328811/65762187.th2.jpg,"['Audi', <br/>, 'A4']",['2009'],['2.0D'],['-'],"['4,700  €']"
/msg/lv/transport/cars/toyota/auris/bfmmik.html,https://i.ss.lv/gallery/7/1287/321524/64304768.th2.jpg,"['Toyota', <br/>, 'Auris']",['2015'],['1.8H'],['205 tūkst.'],"['11,500  €']"
/msg/lv/transport/cars/bmw/220/cfmfdh.html,https://i.ss.lv/gallery/7/1313/328130/65625918.th2.jpg,[<b>Bmw<br/>220</b>],[<b>2015</b>],[<b>2.0D</b>],"[<b>253</b>, ' tūkst.']","[<b>11,000</b>, '  €']"
/msg/lv/transport/cars/audi/q5/bppnni.html,https://i.ss.lv/gallery/7/1290/322486/64497051.th2.jpg,"['Audi', <br/>, 'Q5']",['2011'],['2.0D'],['-'],"['8,750  €']"
/msg/lv/transport/cars/renault/kangoo/bgmxxi.html,https://i.ss.lv/gallery/7/1319/329656/65931085.th2.jpg,"['Renault', <br/>, 'Kangoo']",['2017'],['1.5D'],['-'],"['6,950  €']"
/msg/lv/transport/cars/volvo/s40/dmgog.html,https://i.ss.lv/gallery/7/1315/328656/65731015.th2.jpg,"['Volvo', <br/>, 'S40']",['2004'],['2.4'],['340 tūkst.'],"['1,890  €']"
/msg/lv/transport/cars/volvo/xc60/cbjknm.html,https://i.ss.lv/gallery/7/1289/322102/64420206.th2.jpg,"['Volvo', <br/>, 'XC 60']",['2010'],['2.4D'],['-'],"['8,495  €']"
/msg/lv/transport/cars/honda/jazz/bhckj.html,https://i.ss.lv/gallery/7/1310/327371/65474185.th2.jpg,"['Honda', <br/>, 'Jazz']",['2005'],['1.4'],['-'],"['2,495  €']"
/msg/lv/transport/cars/honda/civic/fkebk.html,https://i.ss.lv/gallery/7/1315/328731/65746139.th2.jpg,"['Honda', <br/>, 'Civic']",['2007'],['1.3H'],['223 tūkst.'],"['3,000  €']"
/msg/lv/transport/cars/audi/a4/efcfk.html,https://i.ss.lv/gallery/7/1299/324656/64931164.th2.jpg,"['Audi', <br/>, 'A4']",['2009'],['2.0D'],['-'],"['6,495  €']"
/msg/lv/transport/cars/volvo/xc90/cdgcpd.html,https://i.ss.lv/gallery/7/1237/309217/61843333.th2.jpg,"['Volvo', <br/>, 'XC 90']",['2008'],['2.4D'],['-'],"['5,995  €']"
/msg/lv/transport/cars/audi/a6/bblcj.html,https://i.ss.lv/gallery/7/1290/322375/64474882.th2.jpg,"['Audi', <br/>, 'A6']",['2010'],['2.7D'],['-'],"['5,150  €']"
/msg/lv/transport/cars/bmw/218/cxxpok.html,https://i.ss.lv/gallery/7/1319/329549/65909660.th2.jpg,"['Bmw', <br/>, '218']",['2015'],['2.0D'],['175 tūkst.'],"['9,900  €']"
/msg/lv/transport/cars/kia/ceed/jhpod.html,https://i.ss.lv/gallery/7/1322/330323/66064524.th2.jpg,"['Kia', <br/>, 'Ceed']",['2020'],['1.6D'],['196 tūkst.'],"['10,250  €']"
/msg/lv/transport/cars/bmw/x3/cxcfnh.html,https://i.ss.lv/gallery/7/1320/329999/65999738.th2.jpg,"['Bmw', <br/>, 'X3']",['2004'],['3.0D'],['317 tūkst.'],"['3,900  €']"
/msg/lv/transport/cars/bmw/x3/ccnxnb.html,https://i.ss.lv/gallery/7/1309/327203/65440517.th2.jpg,"['Bmw', <br/>, 'X3']",['2013'],['3.0D'],['-'],"['10,250  €']"
/msg/lv/transport/cars/volkswagen/jetta/bkcchi.html,https://i.ss.lv/gallery/7/1323/330598/66119597.th2.jpg,"['Volkswagen', <br/>, 'Jetta']",['2006'],['1.6'],['227 tūkst.'],"['3,400  €']"
/msg/lv/transport/cars/volkswagen/passat-b8/ccogfl.html,https://i.ss.lv/gallery/7/1323/330604/66120733.th2.jpg,"['Volkswagen', <br/>, 'Passat (B8)']",['2018'],['2.0D'],['200 tūkst.'],"['14,300  €']"
/msg/lv/transport/cars/volkswagen/passat-b5/nffol.html,https://i.ss.lv/gallery/7/1306/326398/65279457.th2.jpg,"['Volkswagen', <br/>, 'Passat (B5)']",['1997'],['1.9D'],['-'],['950  €']
/msg/lv/transport/cars/bmw/316/gxdgp.html,https://i.ss.lv/gallery/7/1312/327844/65568617.th2.jpg,"['Bmw', <br/>, '316']",['1998'],['1.6'],['340 tūkst.'],"['1,750  €']"
/msg/lv/transport/cars/toyota/land-cruiser/dojbg.html,https://i.ss.lv/gallery/7/1214/303393/60678428.th2.jpg,"['Toyota', <br/>, 'Land Cruiser']",['1999'],['3.0D'],['342 tūkst.'],"['4,700  €']"
/msg/lv/transport/cars/volkswagen/passat-b5/nkbof.html,https://i.ss.lv/gallery/7/1307/326709/65341751.th2.jpg,"['Volkswagen', <br/>, 'Passat (B5)']",['1997'],['1.8'],['-'],['950  €']
/msg/lv/transport/cars/bmw/316/cjjgo.html,https://i.ss.lv/gallery/7/1323/330595/66118835.th2.jpg,"['Bmw', <br/>, '316']",['2003'],['2.0'],['290 tūkst.'],"['2,550  €']"
/msg/lv/transport/cars/toyota/avensis/allfj.html,https://i.ss.lv/gallery/6/1190/297379/59475797.th2.jpg,"['Toyota', <br/>, 'Avensis']",['2007'],['1.8'],['-'],"['4,600  €']"
/msg/lv/transport/cars/bmw/x5/amhjp.html,https://i.ss.lv/gallery/7/1315/328724/65744794.th2.jpg,"['Bmw', <br/>, 'X5']",['2024'],['3.0'],['17 tūkst.'],"['91,900  €']"
/msg/lv/transport/cars/mercedes/gle-300/cxocbe.html,https://i.ss.lv/gallery/7/1323/330604/66120704.th2.jpg,[<b>Mercedes<br/>GLE 300</b>],[<b>2020</b>],[<b>2.0D</b>],"[<b>173</b>, ' tūkst.']","[<b>41,500</b>, '  €']"
/msg/lv/transport/cars/audi/a7/cxgjmj.html,https://i.ss.lv/gallery/7/1211/302703/60540438.th2.jpg,"['Audi', <br/>, 'A7']",['2018'],['3.0D'],['92 tūkst.'],"['39,800  €']"
/msg/lv/transport/cars/citroen/jumper/kgccj.html,https://i.ss.lv/gallery/7/1306/326293/65258471.th2.jpg,"['Citroen', <br/>, 'Jumper']",['2011'],['2.2D'],['-'],"['4,200  €']"
/msg/lv/transport/cars/audi/a6/dojci.html,https://i.ss.lv/gallery/6/1189/297085/59416832.th2.jpg,"['Audi', <br/>, 'A6']",['2010'],['2.7D'],['-'],"['6,700  €']"
/msg/lv/transport/cars/volkswagen/caddy/bhnxoh.html,https://i.ss.lv/gallery/7/1284/320905/64180937.th2.jpg,"['Volkswagen', <br/>, 'Caddy']",['2019'],['2.0D'],['-'],"['10,500  €']"
/msg/lv/transport/cars/mercedes/v250/cxlhlf.html,https://i.ss.lv/gallery/7/1272/317826/63565198.th2.jpg,"['Mercedes', <br/>, 'V250']",['2018'],['2.2D'],['-'],"['39,900  €']"
/msg/lv/transport/cars/volkswagen/caddy/bieoig.html,https://i.ss.lv/gallery/7/1309/327164/65432758.th2.jpg,"['Volkswagen', <br/>, 'Caddy']",['2016'],['2.0D'],['-'],"['6,950  €']"
/msg/lv/transport/cars/bmw/x5/ceegmc.html,https://i.ss.lv/gallery/7/1250/312350/62469906.th2.jpg,"['Bmw', <br/>, 'X5']",['2023'],['3.0D'],['20 tūkst.'],"['61,500  €']"
/msg/lv/transport/cars/citroen/c4-cactus/cbkdmx.html,https://i.ss.lv/gallery/6/1052/262942/52588232.th2.jpg,"['Citroen', <br/>, 'C4 Cactus']",['2015'],['1.6D'],['-'],"['7,299  €']"
/msg/lv/transport/cars/toyota/urban-cruiser/cfixfn.html,https://i.ss.lv/gallery/7/1261/315154/63030716.th2.jpg,"['Toyota', <br/>, 'Urban Cruiser']",['2011'],['1.4D'],['-'],"['5,995  €']"
/msg/lv/transport/cars/bmw/x3/clbbf.html,https://i.ss.lv/gallery/7/1302/325355/65070905.th2.jpg,"['Bmw', <br/>, 'X3']",['2006'],['3.0D'],['-'],"['4,990  €']"
/msg/lv/transport/cars/mercedes/cls350/hinoo.html,https://i.ss.lv/gallery/7/1306/326355/65270950.th2.jpg,[<b>Mercedes<br/>CLS350</b>],[<b>2012</b>],[<b>3.0D</b>],"[<b>252</b>, ' tūkst.']","[<b>13,000</b>, '  €']"
/msg/lv/transport/cars/bmw/x3/cexjeh.html,https://i.ss.lv/gallery/7/1320/329833/65966411.th2.jpg,"['Bmw', <br/>, 'X3']",['2009'],['2.0D'],['-'],"['4,950  €']"
/msg/lv/transport/cars/opel/insignia/cchohp.html,https://i.ss.lv/gallery/7/1321/330249/66049792.th2.jpg,"['Opel', <br/>, 'Insignia']",['2016'],['2.0D'],['183 tūkst.'],"['6,950  €']"
/msg/lv/transport/cars/bmw/x3/cbbbmj.html,https://i.ss.lv/gallery/7/1318/329412/65882323.th2.jpg,"['Bmw', <br/>, 'X3']",['2007'],['3.0D'],['-'],"['4,690  €']"
/msg/lv/transport/cars/audi/a4/bdbfdk.html,https://i.ss.lv/gallery/7/1314/328444/65688750.th2.jpg,"['Audi', <br/>, 'A4']",['2012'],['2.0D'],['-'],"['5,990  €']"
/msg/lv/transport/cars/toyota/auris/ibgfo.html,https://i.ss.lv/gallery/7/1298/324426/64885184.th2.jpg,"['Toyota', <br/>, 'Auris']",['2014'],['1.8H'],['168 tūkst.'],"['9,150  €']"
/msg/lv/transport/cars/hyundai/ioniq/cdxjln.html,https://i.ss.lv/gallery/7/1319/329672/65934230.th2.jpg,"['Hyundai', <br/>, 'Ioniq']",['2020'],['1.6H'],['-'],"['13,900  €']"
/msg/lv/transport/cars/volkswagen/multivan/fppxb.html,https://i.ss.lv/gallery/7/1323/330601/66120084.th2.jpg,"['Volkswagen', <br/>, 'Multivan']",['2025'],['2.0D'],['10'],"['56,682  €']"
/msg/lv/transport/cars/audi/a6/beiken.html,https://i.ss.lv/gallery/7/1314/328449/65689685.th2.jpg,"['Audi', <br/>, 'A6']",['2012'],['3.0D'],['261 tūkst.'],"['9,950  €']"
/msg/lv/transport/cars/ford/transit/bjebnd.html,https://i.ss.lv/gallery/7/1321/330208/66041528.th2.jpg,"['Ford', <br/>, 'Transit']",['2012'],['2.2D'],['-'],"['9,950  €']"
/msg/lv/transport/cars/jeep/grand-cherokee/bjjhnf.html,https://i.ss.lv/gallery/7/1303/325661/65132081.th2.jpg,"['Jeep', <br/>, 'Grand Cherokee']",['2012'],['3.0D'],['-'],"['10,500  €']"
/msg/lv/transport/cars/nissan/leaf/ceihom.html,https://i.ss.lv/gallery/7/1234/308470/61693996.th2.jpg,"['Nissan', <br/>, 'Leaf']",['2020'],"[<span style=""color:#06c;"">E</span>]",['44 tūkst.'],"['14,950  €']"
/msg/lv/transport/cars/volvo/v50/bmlpxc.html,https://i.ss.lv/gallery/7/1314/328275/65654930.th2.jpg,"['Volvo', <br/>, 'V50']",['2005'],['2.0D'],['-'],"['1,750  €']"
/msg/lv/transport/cars/volkswagen/passat-b6/nkjjl.html,https://i.ss.lv/gallery/7/1270/317311/63462041.th2.jpg,"['Volkswagen', <br/>, 'Passat (B6)']",['2006'],['2.0D'],['-'],"['1,550  €']"
/msg/lv/transport/cars/audi/a6/bkclex.html,https://i.ss.lv/gallery/7/1322/330264/66052774.th2.jpg,"['Audi', <br/>, 'A6']",['2006'],['2.7D'],['-'],"['3,600  €']"
/msg/lv/transport/cars/jeep/renegade/cfklxm.html,https://i.ss.lv/gallery/7/1301/325038/65007502.th2.jpg,"['Jeep', <br/>, 'Renegade']",['2016'],['1.4'],['172 tūkst.'],"['9,990  €']"
/msg/lv/transport/cars/opel/zafira/bjedjh.html,https://i.ss.lv/gallery/7/1322/330267/66053249.th2.jpg,"['Opel', <br/>, 'Zafira']",['2015'],['2.0D'],['-'],"['6,650  €']"
/msg/lv/transport/cars/subaru/xv/cbhghx.html,https://i.ss.lv/gallery/7/1290/322373/64474472.th2.jpg,"['Subaru', <br/>, 'XV']",['2012'],['2.0D'],['-'],"['6,550  €']"
/msg/lv/transport/cars/volvo/v70/cdjilb.html,https://i.ss.lv/gallery/7/1320/329845/65968935.th2.jpg,"['Volvo', <br/>, 'V70']",['2013'],['2.0D'],['-'],"['6,650  €']"
/msg/lv/transport/cars/kia/sportage/cblejh.html,https://i.ss.lv/gallery/7/1300/324780/64955939.th2.jpg,"['Kia', <br/>, 'Sportage']",['2015'],['1.7D'],['378 tūkst.'],"['6,500  €']"
/msg/lv/transport/cars/volkswagen/touareg/cdnmgb.html,https://i.ss.lv/gallery/7/1323/330597/66119292.th2.jpg,"['Volkswagen', <br/>, 'Touareg']",['2019'],['3.0D'],['210 tūkst.'],"['31,050  €']"
/msg/lv/transport/cars/opel/insignia/ccfooc.html,https://i.ss.lv/gallery/7/1290/322374/64474608.th2.jpg,"['Opel', <br/>, 'Insignia']",['2016'],['2.0D'],['-'],"['7,150  €']"
/msg/lv/transport/cars/toyota/hilux/bihihe.html,https://i.ss.lv/gallery/7/1323/330603/66120432.th2.jpg,"['Toyota', <br/>, 'Hilux']",['2024'],['2.8D'],['-'],"['51,990  €']"
/msg/lv/transport/cars/hyundai/tucson/cxcnei.html,https://i.ss.lv/gallery/7/1320/329946/65989016.th2.jpg,[<b>Hyundai<br/>Tucson</b>],[<b>2008</b>],[<b>2.0</b>],"[<b>296</b>, ' tūkst.']","[<b>2,452</b>, '  €']"
/msg/lv/transport/cars/renault/captur/bopnhc.html,https://i.ss.lv/gallery/7/1323/330602/66120270.th2.jpg,"['Renault', <br/>, 'Captur']",['2023'],['1.3'],['21 tūkst.'],"['21,800  €']"
/msg/lv/transport/cars/bmw/x5/cclini.html,https://i.ss.lv/gallery/7/1302/325471/65094025.th2.jpg,"['Bmw', <br/>, 'X5']",['2004'],['3.0D'],['-'],"['5,950  €']"
/msg/lv/transport/cars/volkswagen/touran/bfcffo.html,https://i.ss.lv/gallery/7/1320/329965/65992941.th2.jpg,"['Volkswagen', <br/>, 'Touran']",['2008'],['2.0D'],['268 tūkst.'],"['3,200  €']"
/msg/lv/transport/cars/seat/ateca/cflnln.html,https://i.ss.lv/gallery/7/1323/330602/66120308.th2.jpg,"['Seat', <br/>, 'Ateca']",['2018'],['1.4'],['156 tūkst.'],"['20,000  €']"
/msg/lv/transport/cars/peugeot/307/bdienl.html,https://i.ss.lv/gallery/7/1317/329128/65825525.th2.jpg,"['Peugeot', <br/>, '307']",['2003'],['1.9D'],['279 tūkst.'],"['1,200  €']"
/msg/lv/transport/cars/audi/a4/bjcikp.html,https://i.ss.lv/gallery/7/1319/329732/65946388.th2.jpg,"['Audi', <br/>, 'A4']",['2007'],['1.9D'],['343 tūkst.'],"['3,899  €']"
/msg/lv/transport/cars/lexus/is/bjclff.html,https://i.ss.lv/gallery/7/1262/315383/63076534.th2.jpg,"['Lexus', <br/>, 'IS']",['2015'],['2.5'],['185 tūkst.'],"['12,850  €']"
/msg/lv/transport/cars/skoda/octavia/cfggjo.html,https://i.ss.lv/gallery/7/1278/319277/63855242.th2.jpg,[<b>Skoda<br/>Octavia</b>],[<b>2012</b>],[<b>1.9D</b>],"[<b>330</b>, ' tūkst.']","[<b>3,200</b>, '  €']"
/msg/lv/transport/cars/volkswagen/touareg/cdgdeb.html,https://i.ss.lv/gallery/7/1317/329203/65840522.th2.jpg,"['Volkswagen', <br/>, 'Touareg']",['2013'],['3.0D'],['295 tūkst.'],"['14,000  €']"
/msg/lv/transport/cars/audi/a6/hbdeh.html,https://i.ss.lv/gallery/7/1301/325086/65017188.th2.jpg,"['Audi', <br/>, 'A6']",['2000'],['2.8'],['361 tūkst.'],['500  €']
/msg/lv/transport/cars/volkswagen/transporter/ggeil.html,https://i.ss.lv/gallery/7/1317/329190/65837889.th2.jpg,"['Volkswagen', <br/>, 'Transporter']",['2006'],['2.5D'],['345 tūkst.'],"['7,900  €']"
/msg/lv/transport/cars/skoda/octavia/cdkxjp.html,https://i.ss.lv/gallery/7/1317/329136/65827188.th2.jpg,"['Skoda', <br/>, 'Octavia']",['2007'],['2.0D'],['247 tūkst.'],"['3,295  €']"
/msg/lv/transport/cars/seat/leon/ccocdj.html,https://i.ss.lv/gallery/7/1321/330038/66007435.th2.jpg,[<b>Seat<br/>Leon</b>],[<b>2003</b>],[<b>1.9D</b>],"[<b>379</b>, ' tūkst.']","[<b>2,200</b>, '  €']"
/msg/lv/transport/cars/volkswagen/passat-b4/nkgjn.html,https://i.ss.lv/gallery/7/1322/330298/66059588.th2.jpg,"['Volkswagen', <br/>, 'Passat (B4)']",['1997'],['1.6'],['274 tūkst.'],['800  €']
/msg/lv/transport/cars/skoda/superb/cbgocd.html,https://i.ss.lv/gallery/7/1303/325545/65108905.th2.jpg,"['Skoda', <br/>, 'Superb']",['2019'],['1.5'],['187 tūkst.'],"['17,500  €']"
/msg/lv/transport/cars/toyota/proace/ccekkk.html,https://i.ss.lv/gallery/7/1323/330580/66115999.th2.jpg,"['Toyota', <br/>, 'Proace']",['2020'],['1.5D'],['56 tūkst.'],"['11,890  €']"
/msg/lv/transport/cars/bmw/x3/cdhofp.html,https://i.ss.lv/gallery/7/1315/328647/65729246.th2.jpg,"['Bmw', <br/>, 'X3']",['2006'],['3.0D'],['294 tūkst.'],"['7,000  €']"
/msg/lv/transport/cars/skoda/kodiaq/cbfdfm.html,https://i.ss.lv/gallery/7/1285/321234/64246800.th2.jpg,"['Skoda', <br/>, 'Kodiaq']",['2021'],['2.0D'],['145 tūkst.'],"['22,500  €']"
/msg/lv/transport/cars/skoda/octavia/ccjppc.html,https://i.ss.lv/gallery/7/1313/328048/65609461.th2.jpg,"['Skoda', <br/>, 'Octavia']",['2024'],['1.5'],['24 tūkst.'],"['25,990  €']"
/msg/lv/transport/cars/mercedes/sprinter/bkiobx.html,https://i.ss.lv/gallery/7/1308/326986/65397146.th2.jpg,"['Mercedes', <br/>, 'Sprinter']",['2017'],['2.2D'],['65 tūkst.'],"['15,500  €']"
/msg/lv/transport/cars/volvo/xc-40/cfhxni.html,https://i.ss.lv/gallery/7/1313/328044/65608784.th2.jpg,"['Volvo', <br/>, 'XC 40']",['2020'],['2.0D'],['149 tūkst.'],"['20,999  €']"
/msg/lv/transport/cars/audi/q5/cfmnek.html,https://i.ss.lv/gallery/7/1318/329380/65875847.th2.jpg,"['Audi', <br/>, 'Q5']",['2014'],['3.0D'],['235 tūkst.'],"['17,000  €']"
/msg/lv/transport/cars/volkswagen/tiguan/binmdc.html,https://i.ss.lv/gallery/7/1310/327273/65454525.th2.jpg,"['Volkswagen', <br/>, 'Tiguan']",['2018'],['2.0D'],['200 tūkst.'],"['24,400  €']"
/msg/lv/transport/cars/ford/transit/cjboj.html,https://i.ss.lv/gallery/7/1281/320182/64036203.th2.jpg,"['Ford', <br/>, 'Transit']",['2017'],['2.2D'],['220 tūkst.'],"['13,900  €']"
/msg/lv/transport/cars/audi/q7/cchhce.html,https://i.ss.lv/gallery/7/1310/327254/65450610.th2.jpg,"['Audi', <br/>, 'Q7']",['2015'],['3.0D'],['245 tūkst.'],"['26,500  €']"
/msg/lv/transport/cars/volvo/xc70/ccixom.html,https://i.ss.lv/gallery/7/1299/324745/64948831.th2.jpg,"['Volvo', <br/>, 'XC 70']",['2015'],['2.0D'],['237 tūkst.'],"['13,250  €']"
/msg/lv/transport/cars/volvo/v90/cdoikb.html,https://i.ss.lv/gallery/7/1272/317981/63596193.th2.jpg,"['Volvo', <br/>, 'V90']",['2017'],['2.0D'],['130 tūkst.'],"['23,000  €']"
/msg/lv/transport/cars/volvo/xc60/cdgcij.html,https://i.ss.lv/gallery/7/1313/328144/65628624.th2.jpg,"['Volvo', <br/>, 'XC 60']",['2015'],['2.0D'],['318 tūkst.'],"['13,900  €']"
/msg/lv/transport/cars/bmw/x3/cexpio.html,https://i.ss.lv/gallery/7/1323/330600/66119956.th2.jpg,"['Bmw', <br/>, 'X3']",['2015'],['3.0D'],['290 tūkst.'],"['17,000  €']"
/msg/lv/transport/cars/audi/a3/cdiilh.html,https://i.ss.lv/gallery/7/1314/328353/65670464.th2.jpg,"['Audi', <br/>, 'A3']",['1997'],['1.8'],['219 tūkst.'],"['1,050  €']"
/msg/lv/transport/cars/audi/a4/aolhh.html,https://i.ss.lv/gallery/7/1320/329867/65973348.th2.jpg,"['Audi', <br/>, 'A4']",['2006'],['3.0D'],['330 tūkst.'],"['2,500  €']"
/msg/lv/transport/cars/skoda/octavia/cchnmm.html,https://i.ss.lv/gallery/7/1316/328838/65767401.th2.jpg,[<b>Skoda<br/>Octavia</b>],[<b>2023</b>],[<b>2.0</b>],"[<b>49</b>, ' tūkst.']","[<b>28,990</b>, '  €']"
/msg/lv/transport/cars/volkswagen/passat-cc/bhgnec.html,https://i.ss.lv/gallery/6/1023/255729/51145657.th2.jpg,"['Volkswagen', <br/>, 'Passat CC']",['2015'],['2.0D'],['195 tūkst.'],"['8,499  €']"
/msg/lv/transport/cars/volkswagen/golf-6/bhohln.html,https://i.ss.lv/gallery/7/1293/323088/64617576.th2.jpg,"['Volkswagen', <br/>, 'Golf 6']",['2012'],['1.6D'],['-'],"['7,650  €']"
/msg/lv/transport/cars/hyundai/i40/cbncle.html,https://i.ss.lv/gallery/7/1244/310987/62197285.th2.jpg,"['Hyundai', <br/>, 'i40']",['2017'],['1.7D'],['139 tūkst.'],"['10,500  €']"
/msg/lv/transport/cars/porsche/cayenne/cdffgg.html,https://i.ss.lv/gallery/7/1323/330572/66114371.th2.jpg,"['Porsche', <br/>, 'Cayenne']",['2005'],['4.5'],['216 tūkst.'],"['6,450  €']"
/msg/lv/transport/cars/volvo/s60/bhknji.html,https://i.ss.lv/gallery/7/1319/329626/65925100.th2.jpg,"['Volvo', <br/>, 'S60']",['2005'],['2.4D'],['400 tūkst.'],"['2,200  €']"
/msg/lv/transport/cars/audi/a6/glnjf.html,https://i.ss.lv/gallery/7/1323/330564/66112623.th2.jpg,"['Audi', <br/>, 'A6']",['2005'],['3.0D'],['350 tūkst.'],"['1,900  €']"
/msg/lv/transport/cars/skoda/fabia/cdfoom.html,https://i.ss.lv/gallery/7/1314/328355/65670909.th2.jpg,"['Skoda', <br/>, 'Fabia']",['2023'],['1.0'],['30 tūkst.'],"['15,790  €']"
/msg/lv/transport/cars/chrysler/grand-voyager/dmoex.html,https://i.ss.lv/gallery/7/1305/326217/65243246.th2.jpg,[<b>Chrysler<br/>Grand Voyager</b>],[<b>2003</b>],[<b>2.5D</b>],"[<b>460</b>, ' tūkst.']","[<b>950</b>, '  €']"
/msg/lv/transport/cars/toyota/rav-4/bipxfk.html,https://i.ss.lv/gallery/7/1309/327107/65421364.th2.jpg,[<b>Toyota<br/>RAV 4</b>],[<b>2007</b>],[<b>2.2D</b>],"[<b>407</b>, ' tūkst.']","[<b>4,200</b>, '  €']"
/msg/lv/transport/cars/audi/a6/bbgkj.html,https://i.ss.lv/gallery/7/1289/322120/64423860.th2.jpg,"['Audi', <br/>, 'A6']",['2013'],['2.0D'],['-'],"['8,300  €']"
/msg/lv/transport/cars/kia/ceed/aenmh.html,https://i.ss.lv/gallery/7/1273/318104/63620721.th2.jpg,[<b>Kia<br/>Ceed</b>],[<b>2018</b>],[<b>1.4</b>],"[<b>80</b>, ' tūkst.']","[<b>14,500</b>, '  €']"
/msg/lv/transport/cars/volkswagen/touran/cdpmoi.html,https://i.ss.lv/gallery/7/1323/330601/66120126.th2.jpg,[<b>Volkswagen<br/>Touran</b>],[<b>2004</b>],[<b>2.0D</b>],[<b>-</b>],"[<b>1,450</b>, '  €']"
/msg/lv/transport/cars/volvo/v70/edxkj.html,https://i.ss.lv/gallery/7/1310/327286/65457075.th2.jpg,"['Volvo', <br/>, 'V70']",['2005'],['2.4D'],['330 tūkst.'],"['1,600  €']"
/msg/lv/transport/cars/volkswagen/taigo/cbhofk.html,https://i.ss.lv/gallery/7/1269/317055/63410973.th2.jpg,"['Volkswagen', <br/>, 'Taigo']",['2022'],['1.0'],['53 tūkst.'],"['19,000  €']"
/msg/lv/transport/cars/volkswagen/passat-b5/nioim.html,https://i.ss.lv/gallery/7/1321/330032/66006268.th2.jpg,"['Volkswagen', <br/>, 'Passat (B5)']",['2005'],['1.9D'],['375 tūkst.'],"['1,450  €']"
/msg/lv/transport/cars/volvo/xc90/cdofmb.html,https://i.ss.lv/gallery/7/1321/330034/66006664.th2.jpg,"['Volvo', <br/>, 'XC 90']",['2006'],['2.4D'],['-'],"['3,750  €']"
/msg/lv/transport/cars/mercedes/e400/cfddmi.html,https://i.ss.lv/gallery/7/1267/316607/63321367.th2.jpg,"['Mercedes', <br/>, 'E400']",['2019'],['3.0D'],['73 tūkst.'],"['39,990  €']"
/msg/lv/transport/cars/audi/allroad/bificg.html,https://i.ss.lv/gallery/7/1311/327595/65518948.th2.jpg,"['Audi', <br/>, 'Allroad']",['2010'],['3.0D'],['-'],"['7,190  €']"
/msg/lv/transport/cars/opel/vivaro/cdkjkx.html,https://i.ss.lv/gallery/7/1315/328639/65727687.th2.jpg,"['Opel', <br/>, 'Vivaro']",['2008'],['2.0D'],['335 tūkst.'],"['4,850  €']"
/msg/lv/transport/cars/nissan/primastar/cbibbl.html,https://i.ss.lv/gallery/7/1321/330116/66023047.th2.jpg,[<b>Nissan<br/>Primastar</b>],[<b>2006</b>],[<b>1.9D</b>],"[<b>444</b>, ' tūkst.']","[<b>3,999</b>, '  €']"
/msg/lv/transport/cars/nissan/qashqai/bcifei.html,https://i.ss.lv/gallery/7/1273/318073/63614434.th2.jpg,[<b>Nissan<br/>Qashqai</b>],[<b>2008</b>],[<b>2.0D</b>],"[<b>217</b>, ' tūkst.']","[<b>3,995</b>, '  €']"
/msg/lv/transport/cars/suzuki/grand-vitara/eioxg.html,https://i.ss.lv/gallery/7/1293/323101/64620081.th2.jpg,"['Suzuki', <br/>, 'Grand Vitara']",['2006'],['1.9D'],['-'],"['2,600  €']"
/msg/lv/transport/cars/nissan/navara/mgoin.html,https://i.ss.lv/gallery/7/1272/317852/63570367.th2.jpg,"['Nissan', <br/>, 'Navara']",['2016'],['2.3D'],['293 tūkst.'],"['13,000  €']"
/msg/lv/transport/cars/audi/a4/gfmph.html,https://i.ss.lv/gallery/7/1323/330550/66109870.th2.jpg,"['Audi', <br/>, 'A4']",['2005'],['2.0D'],['-'],"['3,990  €']"
/msg/lv/transport/cars/opel/vectra/fgojm.html,https://i.ss.lv/gallery/7/1321/330194/66038683.th2.jpg,"['Opel', <br/>, 'Vectra']",['2002'],['1.8'],['285 tūkst.'],['890  €']
/msg/lv/transport/cars/bmw/320/beegje.html,https://i.ss.lv/gallery/7/1260/314823/62964420.th2.jpg,"['Bmw', <br/>, '320']",['2009'],['2.0D'],['341 tūkst.'],"['4,000  €']"
/msg/lv/transport/cars/mercedes/e400/hekme.html,https://i.ss.lv/gallery/7/1323/330600/66119993.th2.jpg,"['Mercedes', <br/>, 'E400']",['2003'],['3.2D'],['306 tūkst.'],"['4,000  €']"
/msg/lv/transport/cars/nissan/leaf/bloigj.html,https://i.ss.lv/gallery/7/1315/328700/65739814.th2.jpg,"['Nissan', <br/>, 'Leaf']",['2018'],"[<span style=""color:#06c;"">E</span>]",['81 tūkst.'],"['13,200  €']"
/msg/lv/transport/cars/bmw/x5/cbipxx.html,https://i.ss.lv/gallery/7/1323/330600/66119928.th2.jpg,"['Bmw', <br/>, 'X5']",['2007'],['3.0D'],['-'],"['8,990  €']"
/msg/lv/transport/cars/bmw/320/cbhcj.html,https://i.ss.lv/gallery/7/1285/321123/64224573.th2.jpg,"['Bmw', <br/>, '320']",['2005'],['2.0D'],['-'],"['3,850  €']"
