sludinajuma_saite,bilde,marka,gads,tilpums,nobraukums,cena 
/msg/lv/transport/cars/ford/fiesta/dhnbi.html,https://i.ss.lv/gallery/6/1029/257192/51438306.th2.jpg,"['Ford', <br/>, 'Fiesta']",['2017'],['1.5D'],['95 tūkst.'],"['6,900  €']"
/msg/lv/transport/cars/opel/corsa/nemid.html,https://i.ss.lv/gallery/6/1026/256492/51298391.th2.jpg,"['Opel', <br/>, 'Corsa']",['2015'],['1.4'],['69 tūkst.'],"['9,500  €']"
/msg/lv/transport/cars/opel/astra/ffpbl.html,https://i.ss.lv/gallery/7/1282/320498/64099598.th2.jpg,"['Opel', <br/>, 'Astra']",['2021'],['1.5D'],['81 tūkst.'],"['9,800  €']"
/msg/lv/transport/cars/ford/tourneo/beflmc.html,https://i.ss.lv/gallery/7/1313/328081/65616185.th2.jpg,"['Ford', <br/>, 'Tourneo']",['2015'],['1.5D'],['88 tūkst.'],"['7,900  €']"
/msg/lv/transport/cars/bmw/520/lknon.html,https://i.ss.lv/gallery/7/1318/329481/65896103.th2.jpg,"['Bmw', <br/>, '520']",['2013'],['2.0D'],['238 tūkst.'],"['9,450  €']"
/msg/lv/transport/cars/electric-cars/cckgdg.html,https://i.ss.lv/gallery/7/1308/326803/65360424.th2.jpg,['Levc'],['2020'],"[<span style=""color:#06c;"">E</span>]",['350 tūkst.'],"['14,900  €']"
/msg/lv/transport/cars/porsche/cayenne/bgkifo.html,https://i.ss.lv/gallery/7/1214/303369/60673762.th2.jpg,"['Porsche', <br/>, 'Cayenne']",['2011'],['3.0D'],['-'],"['15,990  €']"
/msg/lv/transport/cars/skoda/octavia/cbocjn.html,https://i.ss.lv/gallery/6/1103/275537/55107314.th2.jpg,"['Skoda', <br/>, 'Octavia']",['2019'],['2.0D'],['255 tūkst.'],"['10,900  €']"
/msg/lv/transport/cars/subaru/impreza/epxii.html,https://i.ss.lv/gallery/7/1314/328329/65665623.th2.jpg,"['Subaru', <br/>, 'Impreza']",['2006'],['2.5'],['154 tūkst.'],"['10,500  €']"
/msg/lv/transport/cars/skoda/superb/cbpoeb.html,https://i.ss.lv/gallery/7/1318/329413/65882413.th2.jpg,"['Skoda', <br/>, 'Superb']",['2009'],['1.8'],['202 tūkst.'],"['5,350  €']"
/msg/lv/transport/cars/ford/fiesta/cmdnc.html,https://i.ss.lv/gallery/6/1197/299178/59835416.th2.jpg,"['Ford', <br/>, 'Fiesta']",['2015'],['1.5D'],['102 tūkst.'],"['5,900  €']"
/msg/lv/transport/cars/opel/corsa/behgnx.html,https://i.ss.lv/gallery/7/1314/328380/65675896.th2.jpg,"['Opel', <br/>, 'Corsa']",['2018'],['1.3D'],['111 tūkst.'],"['5,900  €']"
/msg/lv/transport/cars/volvo/v50/bhiphi.html,https://i.ss.lv/gallery/7/1318/329434/65886652.th2.jpg,"['Volvo', <br/>, 'V50']",['2011'],['2.0D'],['-'],"['4,490  €']"
/msg/lv/transport/cars/toyota/rav-4/cxxjpl.html,https://i.ss.lv/gallery/7/1291/322580/64515995.th2.jpg,"['Toyota', <br/>, 'RAV 4']",['2019'],['2.0'],['170 tūkst.'],"['18,500  €']"
/msg/lv/transport/cars/bmw/316/dfkcd.html,https://i.ss.lv/gallery/7/1319/329653/65930420.th2.jpg,"['Bmw', <br/>, '316']",['2012'],['2.0D'],['-'],"['7,100  €']"
/msg/lv/transport/cars/opel/cascada/cfnexe.html,https://i.ss.lv/gallery/7/1322/330414/66082676.th2.jpg,[<b>Opel<br/>Cascada</b>],[<b>2013</b>],[<b>2.0D</b>],"[<b>198</b>, ' tūkst.']","[<b>8,999</b>, '  €']"
/msg/lv/transport/cars/bmw/another/cfjpkp.html,https://i.ss.lv/gallery/7/1295/323740/64747822.th2.jpg,"['Bmw', <br/>, 'Citi']",['2023'],"[<span style=""color:#06c;"">E</span>]",['11 tūkst.'],"['50,900  €']"
/msg/lv/transport/cars/nissan/x-trail/bfkjoe.html,https://i.ss.lv/gallery/7/1322/330411/66082085.th2.jpg,"['Nissan', <br/>, 'X-Trail']",['2010'],['2.0D'],['225 tūkst.'],"['5,999  €']"
/msg/lv/transport/cars/volkswagen/multivan/dikmi.html,https://i.ss.lv/gallery/7/1322/330413/66082529.th2.jpg,[<b>Volkswagen<br/>Multivan</b>],[<b>2016</b>],[<b>2.0D</b>],"[<b>163</b>, ' tūkst.']","[<b>28,900</b>, '  €']"
/msg/lv/transport/cars/bmw/116/ccgccx.html,https://i.ss.lv/gallery/7/1294/323500/64699984.th2.jpg,"['Bmw', <br/>, '116']",['2015'],['1.6D'],['252 tūkst.'],"['12,990  €']"
/msg/lv/transport/cars/audi/100/dhhkx.html,https://i.ss.lv/gallery/7/1322/330407/66081243.th2.jpg,"['Audi', <br/>, '100']",['1990'],['2.0'],['231 tūkst.'],['900  €']
/msg/lv/transport/cars/bmw/316/cxihj.html,https://i.ss.lv/gallery/7/1300/324887/64977391.th2.jpg,"['Bmw', <br/>, '316']",['2020'],['2.0D'],['207 tūkst.'],"['17,900  €']"
/msg/lv/transport/cars/volkswagen/golf-7/ccngfh.html,https://i.ss.lv/gallery/7/1314/328267/65653325.th2.jpg,"['Volkswagen', <br/>, 'Golf 7']",['2017'],['1.6D'],['206 tūkst.'],"['9,800  €']"
/msg/lv/transport/cars/volkswagen/passat-b8/cxdjhf.html,https://i.ss.lv/gallery/7/1293/323070/64613829.th2.jpg,"['Volkswagen', <br/>, 'Passat (B8)']",['2021'],['2.0D'],['186 tūkst.'],"['17,200  €']"
/msg/lv/transport/cars/land-rover/freelander/cmkck.html,https://i.ss.lv/gallery/7/1322/330413/66082476.th2.jpg,"['Land Rover', <br/>, 'Freelander']",['2006'],['2.0D'],['265 tūkst.'],"['2,750  €']"
/msg/lv/transport/cars/bmw/x6/cflihh.html,https://i.ss.lv/gallery/7/1306/326446/65289168.th2.jpg,"['Bmw', <br/>, 'X6']",['2016'],['3.0'],['172 tūkst.'],"['35,900  €']"
/msg/lv/transport/cars/mazda/mazda3/fpgcn.html,https://i.ss.lv/gallery/7/1322/330413/66082488.th2.jpg,[<b>Mazda<br/>Mazda3</b>],[<b>2010</b>],[<b>2.3</b>],"[<b>236</b>, ' tūkst.']","[<b>7,999</b>, '  €']"
/msg/lv/transport/cars/hyundai/i20/ccpbef.html,https://i.ss.lv/gallery/7/1307/326714/65342656.th2.jpg,"['Hyundai', <br/>, 'i20']",['2016'],['1.1D'],['250 tūkst.'],"['3,267  €']"
/msg/lv/transport/cars/ford/transit/belmce.html,https://i.ss.lv/gallery/7/1315/328532/65706400.th2.jpg,"['Ford', <br/>, 'Transit']",['2018'],['2.0D'],['334 tūkst.'],"['16,499  €']"
/msg/lv/transport/cars/mercedes/gle-350/cxcoed.html,https://i.ss.lv/gallery/7/1301/325060/65011858.th2.jpg,"['Mercedes', <br/>, 'GLE 350']",['2018'],['3.0D'],['179 tūkst.'],"['31,900  €']"
/msg/lv/transport/cars/volvo/xc60/bmecdf.html,https://i.ss.lv/gallery/7/1321/330162/66032215.th2.jpg,"['Volvo', <br/>, 'XC 60']",['2009'],['2.4D'],['-'],"['7,950  €']"
/msg/lv/transport/cars/sport-cars/kpnxe.html,https://i.ss.lv/gallery/7/1292/322900/64579878.th2.jpg,['-'],['2004'],['1.2D'],['-'],"['29,500  €']"
/msg/lv/transport/cars/bmw/330/cdneee.html,https://i.ss.lv/gallery/7/1317/329124/65824660.th2.jpg,[<b>Bmw<br/>330</b>],[<b>2007</b>],[<b>2.5D</b>],"[<b>272</b>, ' tūkst.']","[<b>5,800</b>, '  €']"
/msg/lv/transport/cars/opel/insignia/bmpkif.html,https://i.ss.lv/gallery/7/1297/324014/64802744.th2.jpg,"['Opel', <br/>, 'Insignia']",['2010'],['2.0D'],['367 tūkst.'],"['3,700  €']"
/msg/lv/transport/cars/audi/a4/bldnci.html,https://i.ss.lv/gallery/7/1297/324015/64802929.th2.jpg,[<b>Audi<br/>A4</b>],[<b>2006</b>],[<b>3.0D</b>],[<b>-</b>],"[<b>4,800</b>, '  €']"
/msg/lv/transport/cars/bmw/x4/cbolbp.html,https://i.ss.lv/gallery/7/1301/325060/65011836.th2.jpg,"['Bmw', <br/>, 'X4']",['2015'],['3.0D'],['133 tūkst.'],"['22,900  €']"
/msg/lv/transport/cars/toyota/avensis/bincne.html,https://i.ss.lv/gallery/7/1234/308425/61684805.th2.jpg,"['Toyota', <br/>, 'Avensis']",['2010'],['2.2D'],['-'],"['5,400  €']"
/msg/lv/transport/cars/volkswagen/passat-b7/ceegfg.html,https://i.ss.lv/gallery/7/1322/330412/66082376.th2.jpg,[<b>Volkswagen<br/>Passat (B7)</b>],[<b>2011</b>],[<b>1.6D</b>],"[<b>294</b>, ' tūkst.']","[<b>5,750</b>, '  €']"
/msg/lv/transport/cars/toyota/auris/bimhdm.html,https://i.ss.lv/gallery/7/1278/319330/63865810.th2.jpg,"['Toyota', <br/>, 'Auris']",['2015'],['1.2'],['134 tūkst.'],"['11,250  €']"
/msg/lv/transport/cars/fiat/500/bedhxk.html,https://i.ss.lv/gallery/7/1228/306909/61381636.th2.jpg,"['Fiat', <br/>, '500']",['2008'],['1.3D'],['153 tūkst.'],"['3,450  €']"
/msg/lv/transport/cars/bmw/530/bkmipx.html,https://i.ss.lv/gallery/7/1309/327163/65432592.th2.jpg,"['Bmw', <br/>, '530']",['2010'],['3.0D'],['238 tūkst.'],"['8,550  €']"
/msg/lv/transport/cars/mercedes/e350/cecehx.html,https://i.ss.lv/gallery/7/1278/319451/63890151.th2.jpg,"['Mercedes', <br/>, 'E350']",['2006'],['3.0'],['209 tūkst.'],"['3,999  €']"
/msg/lv/transport/cars/land-rover/range-rover-sport/cdfbnm.html,https://i.ss.lv/gallery/7/1322/330372/66074230.th2.jpg,"['Land Rover', <br/>, 'Range Rover Sport']",['2011'],['3.0D'],['267 tūkst.'],"['9,995  €']"
/msg/lv/transport/cars/toyota/avensis/bjdlgl.html,https://i.ss.lv/gallery/7/1232/307787/61557326.th2.jpg,"['Toyota', <br/>, 'Avensis']",['2014'],['2.0D'],['-'],"['7,800  €']"
/msg/lv/transport/cars/volvo/s60/bjdfok.html,https://i.ss.lv/gallery/7/1322/330409/66081713.th2.jpg,[<b>Volvo<br/>S60</b>],[<b>2023</b>],[<b>2.0H</b>],"[<b>31</b>, ' tūkst.']","[<b>39,999</b>, '  €']"
/msg/lv/transport/cars/ford/galaxy/bnxhd.html,https://i.ss.lv/gallery/7/1264/315955/63190981.th2.jpg,"['Ford', <br/>, 'Galaxy']",['2010'],['2.0D'],['-'],"['5,900  €']"
/msg/lv/transport/cars/audi/a3/cedkkp.html,https://i.ss.lv/gallery/7/1310/327480/65495952.th2.jpg,"['Audi', <br/>, 'A3']",['2003'],['2.5D'],['-'],"['2,900  €']"
/msg/lv/transport/cars/volvo/xc60/cdixgk.html,https://i.ss.lv/gallery/7/1315/328730/65745993.th2.jpg,[<b>Volvo<br/>XC 60</b>],[<b>2009</b>],[<b>2.4D</b>],"[<b>287</b>, ' tūkst.']","[<b>9,500</b>, '  €']"
/msg/lv/transport/cars/volvo/v50/bhnlnx.html,https://i.ss.lv/gallery/7/1290/322459/64491695.th2.jpg,"['Volvo', <br/>, 'V50']",['2011'],['1.6D'],['-'],"['4,900  €']"
/msg/lv/transport/cars/skoda/superb/cxdkep.html,https://i.ss.lv/gallery/6/1197/299029/59805682.th2.jpg,"['Skoda', <br/>, 'Superb']",['2009'],['1.9D'],['-'],"['5,800  €']"
/msg/lv/transport/cars/renault/scenic/pmefh.html,https://i.ss.lv/gallery/7/1322/330412/66082334.th2.jpg,[<b>Renault<br/>Scenic</b>],[<b>2006</b>],[<b>1.4D</b>],"[<b>328</b>, ' tūkst.']","[<b>750</b>, '  €']"
/msg/lv/transport/cars/honda/cr-v/cfiibh.html,https://i.ss.lv/gallery/7/1287/321655/64330871.th2.jpg,"['Honda', <br/>, 'Cr-v']",['2013'],['2.0'],['126 tūkst.'],"['11,290  €']"
/msg/lv/transport/cars/bmw/520/bjxhlj.html,https://i.ss.lv/gallery/7/1298/324420/64883855.th2.jpg,"['Bmw', <br/>, '520']",['2020'],['2.0D'],['107 tūkst.'],"['24,900  €']"
/msg/lv/transport/cars/peugeot/expert/cbojgj.html,https://i.ss.lv/gallery/7/1299/324632/64926377.th2.jpg,"['Peugeot', <br/>, 'Expert']",['2017'],['2.0D'],['133 tūkst.'],"['7,995  €']"
/msg/lv/transport/cars/mercedes/c160/ekoim.html,https://i.ss.lv/gallery/7/1304/325992/65198211.th2.jpg,"['Mercedes', <br/>, 'C160']",['2006'],['1.8'],['239 tūkst.'],"['4,100  €']"
/msg/lv/transport/cars/volvo/xc60/ccpfnn.html,https://i.ss.lv/gallery/7/1307/326518/65303589.th2.jpg,[<b>Volvo<br/>XC 60</b>],[<b>2017</b>],[<b>2.4D</b>],"[<b>189</b>, ' tūkst.']","[<b>17,900</b>, '  €']"
/msg/lv/transport/cars/opel/vivaro/cdefkf.html,https://i.ss.lv/gallery/7/1319/329712/65942313.th2.jpg,"['Opel', <br/>, 'Vivaro']",['2020'],['1.6D'],['-'],"['19,965  €']"
/msg/lv/transport/cars/volkswagen/tiguan/cckonh.html,https://i.ss.lv/gallery/7/1303/325739/65147636.th2.jpg,"['Volkswagen', <br/>, 'Tiguan']",['2024'],['2.0D'],['7'],"['50,521  €']"
/msg/lv/transport/cars/audi/a6/dpkdp.html,https://i.ss.lv/gallery/7/1282/320494/64098623.th2.jpg,[<b>Audi<br/>A6</b>],[<b>2012</b>],[<b>3.0D</b>],"[<b>233</b>, ' tūkst.']","[<b>11,400</b>, '  €']"
/msg/lv/transport/cars/volkswagen/golf-4/ohjxk.html,https://i.ss.lv/gallery/7/1321/330161/66032129.th2.jpg,"['Volkswagen', <br/>, 'Golf 4']",['2002'],['1.9D'],['224 tūkst.'],"['3,100  €']"
/msg/lv/transport/cars/skoda/kodiaq/cdcggb.html,https://i.ss.lv/gallery/7/1313/328074/65614700.th2.jpg,[<b>Skoda<br/>Kodiaq</b>],[<b>2018</b>],[<b>1.5</b>],"[<b>147</b>, ' tūkst.']","[<b>23,000</b>, '  €']"
/msg/lv/transport/cars/bmw/x5/ccibon.html,https://i.ss.lv/gallery/7/1298/324423/64884584.th2.jpg,"['Bmw', <br/>, 'X5']",['2019'],['3.0D'],['79 tūkst.'],"['49,900  €']"
/msg/lv/transport/cars/citroen/jumpy/cexook.html,https://i.ss.lv/gallery/7/1322/330409/66081760.th2.jpg,"['Citroen', <br/>, 'Jumpy']",['2018'],['1.6D'],['131 tūkst.'],"['9,800  €']"
/msg/lv/transport/cars/dacia/sandero/cdxkjk.html,https://i.ss.lv/gallery/7/1322/330411/66082105.th2.jpg,"['Dacia', <br/>, 'Sandero']",['2022'],['1.0'],['40 tūkst.'],"['11,500  €']"
/msg/lv/transport/cars/volkswagen/taigo/ccdjex.html,https://i.ss.lv/gallery/7/1312/327755/65550877.th2.jpg,"['Volkswagen', <br/>, 'Taigo']",['2022'],['1.0'],['50 tūkst.'],"['21,000  €']"
/msg/lv/transport/cars/bmw/530/ccmxei.html,https://i.ss.lv/gallery/7/1321/330107/66021362.th2.jpg,"['Bmw', <br/>, '530']",['2021'],['2.0H'],['157 tūkst.'],"['33,900  €']"
/msg/lv/transport/cars/volkswagen/golf-7/bgfjld.html,https://i.ss.lv/gallery/7/1300/324775/64954883.th2.jpg,"['Volkswagen', <br/>, 'Golf 7']",['2014'],['1.6D'],['252 tūkst.'],"['6,900  €']"
/msg/lv/transport/cars/bmw/x3/ceceho.html,https://i.ss.lv/gallery/7/1295/323647/64729288.th2.jpg,"['Bmw', <br/>, 'X3']",['2011'],['2.0D'],['-'],"['14,650  €']"
/msg/lv/transport/cars/mazda/cx-5/cxhdpj.html,https://i.ss.lv/gallery/7/1288/321777/64355364.th2.jpg,"['Mazda', <br/>, 'CX-5']",['2016'],['2.2D'],['264 tūkst.'],"['10,990  €']"
/msg/lv/transport/cars/skoda/octavia/cxxnxe.html,https://i.ss.lv/gallery/7/1322/330411/66082038.th2.jpg,"['Skoda', <br/>, 'Octavia']",['2006'],['1.9D'],['324 tūkst.'],"['1,500  €']"
/msg/lv/transport/cars/bmw/x5/cceddg.html,https://i.ss.lv/gallery/7/1295/323740/64747872.th2.jpg,"['Bmw', <br/>, 'X5']",['2016'],['3.0D'],['143 tūkst.'],"['25,900  €']"
/msg/lv/transport/cars/volkswagen/arteon/cfhxkb.html,https://i.ss.lv/gallery/7/1280/319908/63981483.th2.jpg,"['Volkswagen', <br/>, 'Arteon']",['2018'],['2.0D'],['135 tūkst.'],"['20,900  €']"
/msg/lv/transport/cars/opel/astra/bcbeb.html,https://i.ss.lv/gallery/7/1313/328082/65616280.th2.jpg,"['Opel', <br/>, 'Astra']",['2012'],['1.7D'],['-'],"['4,550  €']"
/msg/lv/transport/cars/volkswagen/golf-3/cfojc.html,https://i.ss.lv/gallery/7/1317/329218/65843415.th2.jpg,"['Volkswagen', <br/>, 'Golf 3']",['1997'],['1.9D'],['235 tūkst.'],['890  €']
/msg/lv/transport/cars/ford/fiesta/ojgeh.html,https://i.ss.lv/gallery/7/1217/304023/60804401.th2.jpg,"['Ford', <br/>, 'Fiesta']",['2018'],['1.2'],['69 tūkst.'],"['7,800  €']"
/msg/lv/transport/cars/opel/vivaro/cdcpcm.html,https://i.ss.lv/gallery/7/1322/330356/66071144.th2.jpg,"['Opel', <br/>, 'Vivaro']",['2021'],['1.6D'],['-'],"['26,499  €']"
/msg/lv/transport/cars/volvo/s80/bhmcg.html,https://i.ss.lv/gallery/7/1298/324285/64856965.th2.jpg,"['Volvo', <br/>, 'S80']",['2009'],['2.4D'],['-'],"['6,999  €']"
/msg/lv/transport/cars/ford/kuga/cbjxhm.html,https://i.ss.lv/gallery/7/1273/318190/63637993.th2.jpg,"['Ford', <br/>, 'Kuga']",['2018'],['1.5'],['64 tūkst.'],"['12,650  €']"
/msg/lv/transport/cars/peugeot/3008/ccxdle.html,https://i.ss.lv/gallery/7/1322/330410/66081870.th2.jpg,"['Peugeot', <br/>, '3008']",['2019'],['1.5D'],['125 tūkst.'],"['18,400  €']"
/msg/lv/transport/cars/bmw/x5/bhlxjo.html,https://i.ss.lv/gallery/7/1316/328948/65789554.th2.jpg,"['Bmw', <br/>, 'X5']",['2019'],['3.0D'],['56 tūkst.'],"['55,900  €']"
/msg/lv/transport/cars/volkswagen/golf-7/cckibm.html,https://i.ss.lv/gallery/7/1315/328554/65710698.th2.jpg,[<b>Volkswagen<br/>Golf 7</b>],[<b>2017</b>],[<b>1.4</b>],"[<b>168</b>, ' tūkst.']","[<b>10,000</b>, '  €']"
/msg/lv/transport/cars/volkswagen/polo/ijjoh.html,https://i.ss.lv/gallery/7/1311/327607/65521293.th2.jpg,"['Volkswagen', <br/>, 'Polo']",['2008'],['1.4'],['254 tūkst.'],['900  €']
/msg/lv/transport/cars/mazda/mazda3/flgdc.html,https://i.ss.lv/gallery/7/1322/330286/66057116.th2.jpg,"['Mazda', <br/>, 'Mazda3']",['2009'],['1.6D'],['247 tūkst.'],"['2,499  €']"
/msg/lv/transport/cars/bmw/318/bkxxb.html,https://i.ss.lv/gallery/7/1318/329311/65862021.th2.jpg,"['Bmw', <br/>, '318']",['2017'],['2.0D'],['201 tūkst.'],"['16,950  €']"
/msg/lv/transport/cars/chevrolet/captiva/cbfcjn.html,https://i.ss.lv/gallery/7/1320/329820/65963988.th2.jpg,"['Chevrolet', <br/>, 'Captiva']",['2007'],['2.0D'],['-'],"['2,950  €']"
/msg/lv/transport/cars/volkswagen/touareg/bejcbf.html,https://i.ss.lv/gallery/7/1308/326762/65352237.th2.jpg,"['Volkswagen', <br/>, 'Touareg']",['2007'],['5.0D'],['294 tūkst.'],"['4,450  €']"
/msg/lv/transport/cars/nissan/navara/cxxngh.html,https://i.ss.lv/gallery/7/1316/328968/65793589.th2.jpg,"['Nissan', <br/>, 'Navara']",['2010'],['2.5D'],['226 tūkst.'],"['7,490  €']"
/msg/lv/transport/cars/citroen/c-crosser/celkol.html,https://i.ss.lv/gallery/7/1297/324062/64812225.th2.jpg,"['Citroen', <br/>, 'C-Crosser']",['2010'],['2.2D'],['-'],"['4,799  €']"
/msg/lv/transport/cars/toyota/rav-4/ccnjkj.html,https://i.ss.lv/gallery/7/1313/328081/65616122.th2.jpg,"['Toyota', <br/>, 'RAV 4']",['2001'],['2.0'],['223 tūkst.'],"['2,299  €']"
/msg/lv/transport/cars/audi/a1/cbcbmf.html,https://i.ss.lv/gallery/7/1297/324141/64828183.th2.jpg,"['Audi', <br/>, 'A1']",['2018'],['1.6D'],['122 tūkst.'],"['13,900  €']"
/msg/lv/transport/cars/volkswagen/golf-7/cdcock.html,https://i.ss.lv/gallery/7/1315/328669/65733704.th2.jpg,"['Volkswagen', <br/>, 'Golf 7']",['2013'],['2.0D'],['298 tūkst.'],"['6,900  €']"
/msg/lv/transport/cars/volvo/v70/cdlhdx.html,https://i.ss.lv/gallery/7/1318/329472/65894382.th2.jpg,"['Volvo', <br/>, 'V70']",['2004'],['2.4D'],['-'],"['2,400  €']"
/msg/lv/transport/cars/audi/a6/bjcbgp.html,https://i.ss.lv/gallery/7/1322/330409/66081664.th2.jpg,"['Audi', <br/>, 'A6']",['2003'],['2.5D'],['350 tūkst.'],['820  €']
/msg/lv/transport/cars/peugeot/2008/cfmddg.html,https://i.ss.lv/gallery/7/1311/327742/65548386.th2.jpg,"['Peugeot', <br/>, '2008']",['2020'],['1.5D'],['37 tūkst.'],"['19,400  €']"
/msg/lv/transport/cars/volkswagen/t-cross/cchxol.html,https://i.ss.lv/gallery/7/1322/330409/66081653.th2.jpg,[<b>Volkswagen<br/>T-Cross</b>],[<b>2019</b>],[<b>1.0</b>],"[<b>74</b>, ' tūkst.']","[<b>13,800</b>, '  €']"
/msg/lv/transport/cars/bmw/x3/cdioen.html,https://i.ss.lv/gallery/7/1318/329388/65877533.th2.jpg,"['Bmw', <br/>, 'X3']",['2013'],['2.0D'],['-'],"['9,890  €']"
/msg/lv/transport/cars/opel/astra/bbjdnf.html,https://i.ss.lv/gallery/7/1318/329387/65877334.th2.jpg,"['Opel', <br/>, 'Astra']",['2007'],['1.7D'],['-'],"['2,995  €']"
/msg/lv/transport/cars/peugeot/3008/cxnbix.html,https://i.ss.lv/gallery/7/1322/330409/66081686.th2.jpg,"['Peugeot', <br/>, '3008']",['2020'],['1.6'],['60 tūkst.'],"['19,700  €']"
/msg/lv/transport/cars/volkswagen/transporter/bhhhg.html,https://i.ss.lv/gallery/7/1318/329386/65877200.th2.jpg,"['Volkswagen', <br/>, 'Transporter']",['2016'],['2.0D'],['-'],"['7,995  €']"
/msg/lv/transport/cars/audi/a3/ccnpoj.html,https://i.ss.lv/gallery/7/1314/328344/65668684.th2.jpg,"['Audi', <br/>, 'A3']",['2002'],['1.9D'],['-'],"['1,199  €']"
/msg/lv/transport/cars/audi/a6/beldfk.html,https://i.ss.lv/gallery/7/1314/328349/65669654.th2.jpg,"['Audi', <br/>, 'A6']",['2006'],['2.0D'],['-'],"['2,299  €']"
/msg/lv/transport/cars/volvo/s60/denjg.html,https://i.ss.lv/gallery/7/1298/324494/64898778.th2.jpg,"['Volvo', <br/>, 'S60']",['2010'],['2.4D'],['-'],"['7,790  €']"
/msg/lv/transport/cars/audi/a4/bjclgm.html,https://i.ss.lv/gallery/7/1320/329930/65985923.th2.jpg,[<b>Audi<br/>A4</b>],[<b>2020</b>],[<b>2.0D</b>],"[<b>147</b>, ' tūkst.']","[<b>19,850</b>, '  €']"
/msg/lv/transport/cars/opel/astra/dlhei.html,https://i.ss.lv/gallery/7/1303/325547/65109313.th2.jpg,"['Opel', <br/>, 'Astra']",['2011'],['1.7D'],['255 tūkst.'],"['4,650  €']"
/msg/lv/transport/cars/volvo/v50/bpoxem.html,https://i.ss.lv/gallery/7/1305/326136/65227083.th2.jpg,"['Volvo', <br/>, 'V50']",['2008'],['2.0D'],['-'],"['2,590  €']"
/msg/lv/transport/cars/citroen/jumper/jkndb.html,https://i.ss.lv/gallery/7/1314/328341/65668121.th2.jpg,"['Citroen', <br/>, 'Jumper']",['2020'],['2.2D'],['-'],"['14,490  €']"
/msg/lv/transport/cars/opel/combo/bloon.html,https://i.ss.lv/gallery/7/1280/319851/63970034.th2.jpg,"['Opel', <br/>, 'Combo']",['2010'],['1.3D'],['210 tūkst.'],"['3,100  €']"
/msg/lv/transport/cars/volvo/xc90/bncikf.html,https://i.ss.lv/gallery/6/1181/295030/59005882.th2.jpg,"['Volvo', <br/>, 'XC 90']",['2007'],['2.4D'],['425 tūkst.'],"['5,300  €']"
/msg/lv/transport/cars/toyota/verso-s/bllooh.html,https://i.ss.lv/gallery/7/1322/330408/66081564.th2.jpg,"['Toyota', <br/>, 'Verso-S']",['2011'],['1.4D'],['201 tūkst.'],"['4,350  €']"
/msg/lv/transport/cars/bmw/x5/bhjpmc.html,https://i.ss.lv/gallery/7/1314/328293/65658600.th2.jpg,"['Bmw', <br/>, 'X5']",['2004'],['3.0D'],['-'],"['7,350  €']"
/msg/lv/transport/cars/mercedes/gle-350/cbmhml.html,https://i.ss.lv/gallery/7/1311/327592/65518235.th2.jpg,"['Mercedes', <br/>, 'GLE 350']",['2018'],['3.0D'],['288 tūkst.'],"['24,500  €']"
/msg/lv/transport/cars/toyota/hilux/fbkme.html,https://i.ss.lv/gallery/7/1318/329286/65857082.th2.jpg,"['Toyota', <br/>, 'Hilux']",['2022'],['2.8D'],['-'],"['37,700  €']"
/msg/lv/transport/cars/toyota/prius/bhpmej.html,https://i.ss.lv/gallery/7/1292/322771/64554103.th2.jpg,"['Toyota', <br/>, 'Prius']",['2009'],"[<span style=""color:#06c;"">E</span>]",['-'],"['7,000  €']"
/msg/lv/transport/cars/volvo/xc60/cbengi.html,https://i.ss.lv/gallery/7/1259/314711/62942082.th2.jpg,[<b>Volvo<br/>XC 60</b>],[<b>2014</b>],[<b>2.4D</b>],"[<b>241</b>, ' tūkst.']","[<b>15,250</b>, '  €']"
/msg/lv/transport/cars/bmw/x5/ccfchl.html,https://i.ss.lv/gallery/7/1291/322735/64546922.th2.jpg,"['Bmw', <br/>, 'X5']",['2000'],['4.4'],['-'],"['4,500  €']"
/msg/lv/transport/cars/mercedes/190/biikx.html,https://i.ss.lv/gallery/7/1322/330408/66081503.th2.jpg,"['Mercedes', <br/>, '190']",['1984'],['2.0'],['203 tūkst.'],"['2,650  €']"
/msg/lv/transport/cars/opel/corsa/gddpd.html,https://i.ss.lv/gallery/7/1307/326729/65345723.th2.jpg,"['Opel', <br/>, 'Corsa']",['2011'],['1.3D'],['-'],"['3,150  €']"
/msg/lv/transport/cars/bmw/630/ccnmmk.html,https://i.ss.lv/gallery/7/1316/328961/65792028.th2.jpg,"['Bmw', <br/>, '630']",['2017'],['3.0D'],['138 tūkst.'],"['29,900  €']"
/msg/lv/transport/cars/renault/laguna/gglmj.html,https://i.ss.lv/gallery/7/1303/325667/65133206.th2.jpg,"['Renault', <br/>, 'Laguna']",['2009'],['1.5D'],['-'],"['2,995  €']"
/msg/lv/transport/cars/ford/focusc-max/bfxmoj.html,https://i.ss.lv/gallery/7/1303/325545/65108871.th2.jpg,"['Ford', <br/>, 'C-Max']",['2014'],['1.6D'],['192 tūkst.'],"['6,950  €']"
/msg/lv/transport/cars/toyota/proace/cckjoj.html,https://i.ss.lv/gallery/7/1223/305519/61103718.th2.jpg,"['Toyota', <br/>, 'Proace']",['2016'],['2.0D'],['157 tūkst.'],"['6,500  €']"
/msg/lv/transport/cars/toyota/avensis/bhmohb.html,https://i.ss.lv/gallery/7/1298/324476/64895068.th2.jpg,"['Toyota', <br/>, 'Avensis']",['2009'],['2.0D'],['-'],"['4,250  €']"
